CustomerID,MonthlyCharges,TotalCharges,Tenure,InternetUsageHours,StreamingServicesCount,ContractLengthMonths,SupportTicketsResolved,PaymentFailures,DataOverages,AdditionalServicesCount,Churn
Q1EYDZW4,71.5120331454708,92.61327505047387,76.32300241355559,25.346517192206775,7.421963251501074,6.07754319034809,82.2039997373525,46.4379717828198,77.68084554093608,90.986339001816,1
0XW1WPO6,69.07672548821047,23.11903049454507,30.873102815579866,15.595252636142586,86.69832848431514,15.101718678386488,28.91734024139717,7.917692220893691,81.71923810304594,15.613594261451736,0
87X54YY5,47.90468342223587,98.10781165188448,43.33010874139834,41.54266077041602,62.953713849464265,50.02435874847716,14.52298342431073,24.417119208623596,32.862927299128884,35.423403686599755,0
5QY6GMGV,39.61687495189155,2.203959967484681,97.28091076848868,55.84096926130962,69.54308504994859,37.963705780084325,50.14033490072028,11.425159109259376,76.98039102911028,92.51909476873202,0
XCV4ENE8,24.301590298850538,63.60130398725653,86.41484419053717,91.55421950377061,90.61316060142777,28.127589626395,61.72420303086908,60.906640056098226,57.059570218427304,3.755900707517157,0
VWT9JR5V,63.07918413219365,96.83153447207796,69.86429317709654,89.06102130732829,98.51948032034547,87.3590507226553,22.40950287863972,28.529955990658284,53.88915935459908,47.45101329616559,0
NSNCDWVR,96.98847748909382,46.57417034475889,67.48352824469792,44.70984658930389,76.71537030227049,67.42870187272837,92.20534227816249,81.37033534156551,48.475343540192874,26.66447664910744,0
VZV1PX05,74.50731206113119,5.938550265537712,51.21512391491338,91.9988537856777,20.985738557744384,44.709923194898074,72.02182595761529,5.755561518939379,11.650675582475001,23.227723865783712,0
OPR66G5Z,65.46796035384861,44.00741455163152,91.49885520788388,49.20563556563492,23.307694364776133,79.19315018887286,57.96992842232872,99.64561969621123,27.343699999017268,91.64982870320077,1
CYIS7IBB,1.4597845384411556,55.55206415939071,82.09566149466954,23.2683581371538,40.84536081732142,70.58798252248924,55.20099480837325,48.650989588719774,78.76852066087633,47.712951652924275,1
3MXIZF3W,65.58711923258655,43.535831459363585,70.6939239239605,56.40373691104755,11.284317308719194,37.78943074929793,75.69409848642248,80.19191542569364,35.92464766434662,98.71584560773398,1
0QOZ6OYH,26.498230936411193,1.123045906188913,68.23689919148087,69.88629414337908,31.239182517405595,32.347953874554726,24.764737054727426,52.288900296766414,17.35518482693118,69.61469486163396,1
JGGR1SGM,57.16433068334583,69.42139536537935,84.17003576727879,92.30752722726902,90.72258716221633,0.10003820440502853,25.590531761554313,5.765923513623639,63.4756909981808,98.37293721892355,1
4N7SAANV,2.3936823786202654,91.20798638088539,40.412707265787226,6.210136917074339,55.56690908474909,33.03825563248988,54.032408392494126,25.93619941616896,27.759903614332938,79.42057309860267,0
PP9TKA2Y,81.79706955389325,88.7629083504195,18.689654973012626,49.87439469635635,73.89346808232872,66.92510986272663,80.57482390061182,76.023197268717,35.13702950190378,20.9063339364403,0
7301SGWG,39.17482879358527,98.79720968708612,10.10871778582263,30.113959969509587,68.41614137600384,99.30387748494732,1.7638752737658914,51.89302351756926,99.09422667052722,34.438200930679855,0
8IDFAWZD,29.85406264782735,97.91714304237831,34.11074197722462,13.735461442760755,99.97286029352442,6.640240522343399,60.617853283540605,19.783031300838473,53.595539999777564,67.07628525668326,1
NGMAAPCI,53.53122346381226,71.70229392483398,23.402634292895463,88.82032235112162,98.07483964907367,18.38189385690643,40.24762210463593,22.778546267923193,50.33218735956203,57.203788481346805,1
R8BHYBWQ,72.70365088547544,16.522677321525027,56.15373473259735,17.444616487523867,39.282872712432194,2.8454775713058544,40.79778245750344,75.73552323728269,12.893406647574501,0.6398411787558511,0
UD6D08X2,20.174123009370227,21.30454399612671,72.80566739035763,77.55358002260446,45.048904631572995,76.09543770939848,84.8162644332647,16.114560582007577,94.66586148481332,5.40619489413835,1
Z3YDYUD9,31.46193471827101,95.22399129679324,15.888740085787735,20.77196471981777,98.37803558763063,41.13381394300737,56.64575652285638,27.975065923330455,12.52846030546133,27.956931994622657,1
OW6KZ7R4,79.50557879019213,15.909057517204895,91.98709312456906,28.339308778879168,53.182447580945144,55.5697385103621,92.76977828890742,87.29835166818445,35.21824426174648,15.165422473790457,1
BD72KRPJ,68.65620342190533,28.558424763745982,60.48153211119003,36.191294659775764,50.095473903083864,37.90417512307677,42.936148539101595,37.35024499343142,82.91367758108919,21.33080560567918,1
K78BECQL,7.792086565196699,19.280607013769213,50.767280833632846,82.90845147105296,80.00989126554059,4.9193415660930935,78.74300601253455,49.6065209202619,12.918844559793275,88.67797474434165,1
FUWGMYF8,49.85951364372438,47.90230421063196,4.029178685794754,28.631255425142932,77.43107059424051,42.60366027868599,28.306960417466588,15.936632608110834,9.462240768609576,25.27878002650914,1
BFWVIHUS,3.571585847584424,40.963748682727775,99.17325764151353,8.202208968966396,20.54149049709685,44.57899208494186,41.819532546867464,52.98885361711774,90.13402759803584,86.15299415434463,1
IEQAX1YF,50.58916348314478,30.69949011366181,68.4592263237251,82.47383686981273,33.668671877755926,40.81830539048307,88.84585349260426,59.64646965363705,27.839630826160356,83.42485281720774,0
9HTV6KPZ,64.68230256297089,14.042149424971162,78.36346439411925,13.461510374128805,77.22077600757564,58.20985530090055,55.9589371392768,21.262893138964746,53.18188255517072,16.437538698693466,0
1VTYH5HI,65.01036946477632,38.50570445655044,83.12469476716153,11.758706448665135,87.27614848458657,90.09156638405013,88.14354091102746,24.62810161976079,20.829435987144183,90.44867742708988,1
CFZGRKCB,72.51671549603792,76.78045538774407,69.8222602888161,5.725470736934534,19.742275751335704,34.744396214085114,94.21496448764157,67.14398647312437,61.96018463556753,56.22493914671778,1
0XM30UQD,58.387543029939984,51.514963604862615,97.21499826915503,95.08677723832619,49.26854335215612,62.97997917488498,52.79468519558117,37.383135474588244,20.607765918447996,28.61294771784132,0
MBNVO625,81.64602917958953,2.7920308670010496,74.42561568652113,27.988777535810193,92.89884292557758,77.21715430353872,56.84614155920974,22.200376983452585,94.65015865218216,22.534638734978873,1
7H1WJF9S,32.11365704565677,88.42905526996691,33.74465826196431,76.25749379643295,38.11941829279741,37.01356700006939,70.39806584106711,98.62348532689484,80.68381641349275,6.645634199744876,0
BJMT542Q,10.706110124893408,89.40907593122428,13.521862494170778,2.3058677326804666,92.52429501110022,75.58478198682965,20.70252772470864,61.02347526402604,36.46318745432428,93.15312012803392,1
TKQCM02T,88.72010750191623,97.93178608364393,26.637711350908134,46.242155429857604,73.57908855612332,67.62079386159868,76.83625815056443,31.31767245434944,73.51369989449546,54.17797154893134,1
CS3KONXT,27.513145182948804,68.7184086432487,36.80202364699793,32.11106670553705,10.528198663407595,48.14611547626269,16.486336803303303,3.467014152283965,44.45978907066556,91.96947045331478,1
GXCFFSKF,55.396743285869036,45.458964058065895,34.451151527980414,56.18554541170897,14.325083131534932,31.310751501540814,61.14321558821526,73.9079557471199,57.8907562780714,76.15742183165317,0
N8SDNMG6,85.13944389904024,16.108642498898952,42.950555999636386,53.964274597552084,99.4166199746092,64.42375339446156,49.89427896552733,42.26532586706635,37.578581935111025,95.64778108594577,0
39ZA939Q,32.840566338188715,82.99354284058079,6.262100964740036,33.68908414803552,29.140358393960952,28.22406887430553,35.284105632738815,3.556034337445657,1.4537466934672394,84.74241415738584,1
RNS7Y1UM,77.65594565542813,24.93873104305775,39.00830689829762,63.08412609993884,31.445442630512133,69.53758270935114,36.314447540626695,83.56974959156341,5.352707628849962,5.030332622118417,1
Q1JIJHI2,22.302027430121118,98.4728056221243,52.88046899371185,47.628385178099066,70.86928716696485,88.95150534370754,7.632170219271705,56.40256340838381,69.00972634961934,39.80596530300304,1
57W61832,5.470513282766964,86.96123069346157,72.98039343600517,98.48244520919212,80.74128680746101,33.15670020375692,98.65690424243506,43.69357405207985,54.763721204900364,9.665240078847336,0
7VGU10AN,47.91529849099606,48.628673160435554,32.8158111347085,43.93898482750054,25.275413077546606,72.28110708625368,40.944216159024705,41.772846519601,35.50336525867376,0.06941379396931957,1
GSZZINBQ,90.69198666688261,65.30613718487317,27.032509637116675,47.53319130443457,4.24723902159907,57.10588425628421,32.46473478224268,24.91359816616526,89.1546170243511,49.791921399960415,0
JWNR8VJ8,59.71436577187038,64.56439791180553,58.511954281119785,6.532644275415922,25.913877806829333,89.16000934810158,72.57538168393727,93.56217203043171,2.203477941103449,95.93257406989709,0
Y7LNKYPF,38.79579475796257,8.729203622720439,24.61044862445143,6.415102015419638,55.525407218376785,92.55826167675016,93.19996167787748,54.14729906367759,87.92702622272107,80.56470141596023,0
9USMX38T,7.683212806319584,32.331966337014876,27.95963167858947,34.09362240389863,20.001796704815312,94.24423877705841,22.486716757862503,39.64427501508773,47.68818644852241,40.809679150270306,0
4CSSZQ5I,41.73628080607881,58.58006058268989,15.68696301508975,45.88923655088393,96.17247737272069,67.9587528588053,47.05028145658735,27.64794256043145,69.97859904436422,60.085482246074804,1
JUKA4ZIG,11.747994745204915,31.387218267764748,63.9479489706561,45.965892863169564,36.28915230514542,71.46311281822399,39.990532787800625,99.20274684957332,3.2625347407813865,80.25173907224539,1
QD3LUZGY,39.17538353428942,60.114453976294534,97.97543593368361,36.48892263030209,92.29763141200837,85.09644670532285,79.71158697247198,88.73485713718993,18.071443076105364,19.755194866289482,0
R22SI77F,48.957487235161935,16.10086120857439,34.605898971704164,87.72772169485168,56.38104695141968,26.51760769543636,52.14150129706251,60.46008101228221,49.740510105808035,54.52894467991262,0
3825C159,18.773589561756733,11.241656344010408,85.24050641060168,99.5901801067698,79.43513388280917,70.46475104254124,52.761477575654716,45.00267095728986,23.70411021284119,61.33973214391016,1
S067ZB01,99.06537894842103,59.55829766412594,15.417707964705462,59.385347930051424,62.8316814835731,89.17529567554918,22.046128442803347,70.62942361022591,39.27127937869975,77.5857223996718,0
HOH563ZM,58.17519666305837,52.236087822818945,89.55089052479461,83.7033656699246,38.95416593021505,80.7647210676091,79.49885719741636,48.34459880136802,2.974340646707685,90.77380219525683,1
XSWEBP2V,83.40883690158005,9.035327449888886,30.38875230938338,51.44897815149028,71.10451055482203,95.52706903239876,15.160862129232022,6.67191025256132,62.88803929077089,63.088792076792686,1
2J9C0XPV,41.54039019137683,26.864145691024998,82.02447292328506,53.28944022567889,23.562549552555613,3.160607586029218,46.89608032435385,29.25440604922255,4.867640297947807,6.0259537054097585,0
1NOHBRZU,93.00364944337937,7.577246579242091,15.269553738132712,78.65737740524102,86.92748283294891,90.36393448355665,0.48659201745326897,25.731968951929673,16.861039489398156,70.6403213148455,1
GUGEKDM5,44.137302593865726,85.16109960220926,2.8780799548421276,59.938624636910845,15.886184091161425,53.159652031560725,63.7048900035296,43.8168306171279,77.3399204069929,81.38252806005035,0
TA8UHICH,0.1937073177092019,64.63486533498575,19.748431970331282,21.39232398858689,51.58793664176431,16.85065471940038,6.527855495909051,20.31961713437507,80.67846039809938,26.997126825445328,1
59BVRCAM,14.420835551324874,54.13428994761853,85.45815027529213,37.08041419007172,78.90974991735808,43.03387408489581,5.390748582231741,33.82286185546742,16.321311443272634,61.60878362930028,1
6AK5CB31,2.6715039235734928,49.89592542366997,5.783599279498864,81.23110704671662,41.04646640678513,67.39025371300006,41.52215061658533,83.07738329176631,98.62629295940944,44.75301898998376,0
DDRQG67U,64.18613680168987,40.819612922264234,70.62216628054787,21.975703314644324,39.66443456371873,98.06928108186568,47.40120521578136,33.837608675849985,99.07093639146737,55.83037771889242,0
5Z1DGS1H,38.98820611151351,86.6898234916445,77.15159082537716,2.106823184823381,17.850210329748318,6.935054692307407,62.64105809023881,35.35349546694327,1.3012079911626007,61.33900533251114,1
M2VBBJPT,69.34167129758589,55.42670573739162,89.79314638840972,1.385272662759085,89.62006146361453,24.16178571490417,43.229386189785515,76.99730148417922,68.23355504403389,31.02695860243565,1
KMHP2GWQ,68.05313628771755,42.82404862372628,67.26779530259684,81.11900666673719,54.80043902845628,59.9313987734981,1.9697519420564746,10.868984205815313,52.09665866763111,45.97112794932548,1
L0NV1CV8,85.23392860794576,0.9839213675132186,59.68774248337419,11.628136610961237,51.4554382587327,45.94038970002288,21.010693223026944,88.74025196708163,45.19856330574497,68.73589760298115,0
HBGEU4X5,54.82592828047397,92.65836867809229,58.609181761371985,52.711080832683,5.997768061950359,23.20184460926098,31.05824779643147,52.09545930718554,74.38951063814673,16.118653699795203,0
QC9SNXDS,8.544172005590456,83.21880369657214,7.867682348466321,88.85931328707103,59.48919650564272,39.83755685211672,31.581091751396308,30.177477378247065,77.77691596319248,96.83751494813433,1
XV51JOTB,36.57737103385739,65.14519921239086,21.63729233003593,64.40660088822415,9.729984505888057,48.432661262819195,36.076575158538716,54.26550895062905,53.945952674626355,9.492754713904262,0
K1EHZVKK,56.872870188710124,33.9368538797976,60.444712512404585,10.652377423593517,30.539932827156623,86.03593114560883,40.13990418971157,88.9250363156122,77.72868086231436,87.57285236843005,1
BDKNZ4VM,81.90909251417868,73.28001483312634,37.976475807326146,95.19907828950053,46.77849809698195,4.71375992698293,8.602852980945585,17.687968281829725,13.601982488266051,35.593878375903955,0
K1RYFB7O,59.552532973291996,6.5005124459493135,2.618286001663628,30.450772477115873,32.01212022344495,52.212402146361384,28.50274278857675,74.71292610260635,92.41106165132601,49.92251338313025,1
UBZTQL9B,90.13372475003277,3.734129341390924,35.27301226139114,42.16432240110047,4.3469327492625105,93.44594847963701,67.84100259042567,72.47220160249343,22.937282651218062,84.35895481243749,0
DSFOZZ3T,53.84828773840968,64.7474143146907,15.252533220404384,47.3528304499551,58.620599960781426,84.2123950907906,54.75143669769702,11.654843060388952,24.01613114521799,50.9687836406004,0
WL9MN4UB,22.02285758593695,79.83210050417047,94.27202909335776,65.98604492053614,94.18503253696719,27.059079274107013,32.64246918803904,57.58905608308484,29.913452709040588,25.38739327482118,0
QQTQV4Y1,13.034113383035228,15.105709341697926,93.1727113659261,43.56141257875748,87.92488975151767,35.04569783608012,13.324292756069855,43.49897550019806,38.38585669096517,32.015523371394806,1
PDJXA7S5,65.22481206577856,17.92272815328141,9.720912226898083,99.05385017523747,42.01363432660104,25.39351192774135,34.05786516349991,52.62652715702737,65.28041924173756,38.81303952537497,0
SNY7RNML,25.322664705918484,87.65140108584309,27.34532626548033,44.703575740150235,79.93585103674091,37.70092341064423,50.19738274690489,52.52088415628374,24.56481205851968,65.21881742654998,1
M1T2EQ9E,36.04038794541421,53.09596902698072,36.81621484079777,37.466625078099405,90.50109512774462,82.69028895543798,53.66565774294108,40.40399123270869,52.009122125991304,10.781492223405865,0
